timestamp,words,tags
1,P.O. Box 23,
,"Headingly, Man.",
,July 5 /42,
,"Dear Joan,",
,"Well here I am, back in B.C. to talk with you (I hope I was.).",Homesickness
,"Thanks for your kind and most welcome letter, I received it on the 2nd.",Communications
,I intended on writing sooner but since we’re kinda late in thinning the bees I just couldn’t find time to write. This is one letter I had enough ambition to walk four miles to get it.,Writing
,I couldn’t walk or ride a bike on this sticky road so I took the C.P.R which runs right through Headingly.,Living-conditions
, I was sure glad you understood my letter and besides I was wondering if you still remember me because it was a long time since we seen each other.,
,"Gosh I hate to be outside now, the mosquitos are buzzing outside like the bee buzzing around its hive. Ooo that one bit me in the forehead. I’ll get revenge with him yet. Oh. That reminds me, have you ever seen a",Living-conditions
2,"“firefly,” If you like I'll send you one. If I could grab hold of one. Oh boy, they sure give off light for the size of itself.",Living-conditions
,"“Roses,” there are millions of it here. Joan its a swell time to come and see me now. The roses are in full bloom, the oaks, ash, poplar, ect. [sic] are just loaded with bright green leaves. ",Living-conditions; Joan
,When we first came ot the prairie everything just didn’t look right.,Homesockness
,"This here country right now isn’t too bad at all specially if your [sic] here Gosh if I had enough money now I’ll pay your fair [sic] in. There are hundreds of horse-back riders here. Gosh I sure like that, do you?",Joan; Optimism; Living-conditions
,"About 10 days ago we were moved from Headingly to a place called West Winnipeg, which is about 5 miles south of where we use to live. This is between two tracks the C.P.R + G. N.R. It’s a good thing we have trees around our house because we have lots of strong wind here.",Living-conditions
3,"Talking about sunburn Gosh you ought to see me, I’m darker than a n----- seen in a dark, since I started on the [beet?].",Living-conditions
,Gosh I hope the sun don’t burn you up too much. What I think would be good when your [sic] picking strawberries are those wide brim hat [sic].,
,"Sure, I’ll tell Yoshiyaki that. I like to see and talk to him now but we’re both busy. I have written one to him just the day I sent you one I think, but he never wrote to me since. I know his dad’s in a pretty bad health now.",
,Sure I’ll write to you as long as we’re apart.,Writing
,"I know you were a swell letter-writer, I heard you were one of the best in QEHS. Before I forget Joan, I like to a picture of yourself so I won’t get so lonesome here.",Joan
,Well it’s getting on to 12 so I guess I’ll sign off here. Hoping to hear from you soon. Bye.,
,I remain,
,Yours sincerely,
,Tad.,
,P.S. Please give me best regards to Kirky (Booo),Homesickness
