timestamp,words,tags
,"Box 167,",
,"Raymond, Alberta,",
,"January 9, 1943.",
,"Dear Joan,",
,"Honestly, I’m so ashamed of myself I just can’t find the right words to tell you how sorry I am for being so long at writing you. But I hope you understand, I and forgive me, please???? To start out with “Hello to you all” and I hope you all had a nice “Xmas” & “A Happy New Year”. (Though I never wrote a letter wishing you so, but I took granted [sic] that you meant it from me anyways.) However, here’s hoping that this letter finds the Gillis’ family in best of health.",Writing
,"Thanks ever so much Joan for your lovely present which you sent; it’s just perfect & the thing I needed most. Honestly, I never dreamed of receiving such present as this under the present condition; I never expected to receive anything from you this year so you can just imagine how pleased I was!!! You know, we can’t seem to break the “tie” between us & I hope that we never do. (not on earth, I won’t.)",Joan
,"Well, here’s me going back to school for another year. – Really??? but I doubt if I’ll go back again next year (I mean if I am still in Raymond then.) Boyohboy!! I’d give anything to be back at good ol’ Queen Elizabeth. I’m suffering enough as I am now & I don’t think I could stand for another year! After two whole month’s work to catch up, it was impossible for me to ",Education; Homesickness
2,"write to you. (I started school on Nov. 2nd, same day as Teruko Ikeda.) I think I really could have written to you if I had tried harder. I don’t know how it happened, but I’m sitting in the Grade X room anyways. French I, Soc. St., English, Health, General maths, Biology I, Home Economics are the subjects I’m taking this year, making a total amount of 30 credits for Grade X. If I go through school in Raymond, I’ll have to come 2 years of Gr. 12 to get all my credits. Credits start from Gr. 10 over here, and by the time you get out of high, you’ll have to have a hundred credits. Only Typing I is given & Bookkeeping I and no shorthand writing. Home Economics & health ends in Gr. 10. Grades 11 and 12 will not have to take health unless they wish to get some credits and take it with some lower grades. It certainly is a crazy way, don’t you think, Joan? I get 11 study periods a week and that’s monotenous [sic] so I wanted to take more credits, but the principle (Mr. Jacobs.) said 30 credits is enough for a late-commer [sic] so I’m still carrying 30 credits. You can’t take more than 35 credits a year. Every Thursday, last period we get a 20min seminary. Mostly everybody out here are Mormans [sic]. I never heard of this religion back in B.C. The",
3,"religions are divided into 3 groups; the Mormans, United, and Budhists [sic]. I go to the United, & Mrs. Rolfson’s our lecturer. Did you read an article in the school-paper about Miss Gottenburg being married to Mr. Rolfson? Well, this is our teacher while Mr. Rolfson is a Morman and he teaches the Morman pupils.",
,"There are no lockers in this school, and you just hang the coats up as we used to do in S.W. Public School, except that the coat hangers are way higher. The class-room doors doesn’t [sic] open until a teacher comes along & opens it for us. Do you know why the doors are kept locked? Out here, it seems as if the kids can’t be trusted, & I think this is true! I had a brand new ruler an [sic] pencil and after one week it disappeared right off my desk! Was I mad. After that, I brought another new pencil & this one disappeared also. Now I don’t carry a ruler or a pencil except for my new fountain-pen which I keep it in my jacket pocket and take it around with me wherever I go. On the whole, work is fairly easy and not as much homework as we used to get back in B.C.",Education
,"Tests out here seems [sic] just like those oral questions we used to have nearly every day. In June, they have the final examination. $1.50 or $1.70 per test. If I take every one of these examinations, believe me I’ll be broke! They also take a Government examination in Grade 9. Kids say that Government exams are easier than teacher’s exams, but I wouldn’t know",Education
